"from_pin.full_name","to_pin.full_name",delay_max_rise,delay_max_fall,"variation_delay_max_rise.mean","variation_delay_max_rise.std_dev","variation_delay_max_fall.mean","variation_delay_max_fall.std_dev"
g217280/Y,g213604/A2,0.160213,0.159587,0.160213,UNINIT,0.159587,UNINIT
g217280/Y,g216896/A,0.160213,0.159587,0.160213,UNINIT,0.159587,UNINIT
g217292/Y,g216108/B,0.130775,0.130401,0.130775,UNINIT,0.130401,UNINIT
g217292/Y,FE_OFC1400_n_3374/A,0.130775,0.130401,0.130775,UNINIT,0.130401,UNINIT
g217292/Y,g214125/B2,0.130775,0.130401,0.130775,UNINIT,0.130401,UNINIT
g217292/Y,g215712/B2,0.130775,0.130401,0.130775,UNINIT,0.130401,UNINIT
g217325/Y,g216961/A,0.342386,0.342882,0.342386,UNINIT,0.342882,UNINIT
g217325/Y,g216042/A,0.342386,0.342882,0.342386,UNINIT,0.342882,UNINIT
g217325/Y,g215439/A2,0.342386,0.342882,0.342386,UNINIT,0.342882,UNINIT
g217325/Y,g216650/B,0.342386,0.342882,0.342386,UNINIT,0.342882,UNINIT
g217325/Y,g216750/B,0.342386,0.342882,0.342386,UNINIT,0.342882,UNINIT
g217350/Y,g216994/A,0.139313,0.139429,0.139313,UNINIT,0.139429,UNINIT
g217350/Y,g216228/B,0.139313,0.139429,0.139313,UNINIT,0.139429,UNINIT
g217350/Y,FE_OCPC2204_n_3267/A,0.139313,0.139429,0.139313,UNINIT,0.139429,UNINIT
g216762/Y,g214833/A2,0.267714,0.267924,0.267714,UNINIT,0.267924,UNINIT
g216762/Y,FE_OFC1926_n_3845/A,0.267714,0.267924,0.267714,UNINIT,0.267924,UNINIT
g216762/Y,g215189/A,0.267714,0.267924,0.267714,UNINIT,0.267924,UNINIT
g216762/Y,g214531/A1,0.267714,0.267924,0.267714,UNINIT,0.267924,UNINIT
g216762/Y,g213521/B1,0.267714,0.267924,0.267714,UNINIT,0.267924,UNINIT
g217960/Y,g216194/A,0.054398,0.055145,0.054398,UNINIT,0.055145,UNINIT
g217960/Y,g214622/A2,0.054398,0.055145,0.054398,UNINIT,0.055145,UNINIT
g214611/Y,g213238__5107/A2,0.059616,0.059901,0.059616,UNINIT,0.059901,UNINIT
g217030/Y,g216738/A,0.023482,0.024059,0.023482,UNINIT,0.024059,UNINIT
g218145/Y,g217062/A,0.324297,0.324929,0.324297,UNINIT,0.324929,UNINIT
g218145/Y,g216034/A,0.354131,0.354876,0.354131,UNINIT,0.354876,UNINIT
g218145/Y,g217200/B,0.620395,0.621337,0.620395,UNINIT,0.621337,UNINIT
g218145/Y,g215280/B,0.894890,0.894580,0.894890,UNINIT,0.894580,UNINIT
g218145/Y,g214414/A2,0.430642,0.431591,0.430642,UNINIT,0.431591,UNINIT
g218145/Y,g214468/A1,0.524126,0.525163,0.524126,UNINIT,0.525163,UNINIT
g218145/Y,g217651/A,0.822242,0.822397,0.822242,UNINIT,0.822397,UNINIT
g218145/Y,g213464/A1,0.522298,0.523334,0.522298,UNINIT,0.523334,UNINIT
g218145/Y,g217680/B,0.682549,0.683331,0.682549,UNINIT,0.683331,UNINIT
g218145/Y,g214548/B2,0.389047,0.389899,0.389047,UNINIT,0.389899,UNINIT
g214020/Y,g213424/A2,0.069041,0.069239,0.069041,UNINIT,0.069239,UNINIT
g215135/Y,g213358/A1,0.022897,0.022835,0.022897,UNINIT,0.022835,UNINIT
g217679/Y,g213702/C1,0.089341,0.089181,0.089341,UNINIT,0.089181,UNINIT
g217679/Y,g213736/B1,0.089341,0.089181,0.089341,UNINIT,0.089181,UNINIT
g214548/Y,g213653/B,0.024919,0.024829,0.024919,UNINIT,0.024829,UNINIT
g217755/Y,g217412/A,0.102856,0.102871,0.102856,UNINIT,0.102871,UNINIT
g217755/Y,g216438/B,0.102856,0.102871,0.102856,UNINIT,0.102871,UNINIT
g217755/Y,g213582/A3,0.102856,0.102871,0.102856,UNINIT,0.102871,UNINIT
g217797/Y,g214255/B1,0.081594,0.081814,0.081594,UNINIT,0.081814,UNINIT
g217797/Y,g216396/B,0.081594,0.081814,0.081594,UNINIT,0.081814,UNINIT
g217797/Y,g215664/A2,0.081594,0.081814,0.081594,UNINIT,0.081814,UNINIT
g216760/Y,g214134/B1,0.242694,0.242797,0.242694,UNINIT,0.242797,UNINIT
g216760/Y,g216390/A,0.242694,0.242797,0.242694,UNINIT,0.242797,UNINIT
FE_OFC932_n_2445/Y,g217350/B,0.127371,0.127333,0.127371,UNINIT,0.127333,UNINIT
FE_OFC932_n_2445/Y,g214488/A1,0.127371,0.127333,0.127371,UNINIT,0.127333,UNINIT
FE_OFC930_n_2445/Y,FE_OFC1912_n_2444/A,0.033597,0.033569,0.033597,UNINIT,0.033569,UNINIT
g217594/Y,g216762/B,0.019800,0.019793,0.019800,UNINIT,0.019793,UNINIT
g214688/Y,g213482/C,0.041204,0.041265,0.041204,UNINIT,0.041265,UNINIT
g217868/Y,g215935/B,0.096354,0.096194,0.096354,UNINIT,0.096194,UNINIT
g217868/Y,g217496/A,0.096354,0.096194,0.096354,UNINIT,0.096194,UNINIT
g217868/Y,g215695/A2,0.096354,0.096194,0.096354,UNINIT,0.096194,UNINIT
g217891/Y,g216110/B,0.616662,0.612853,0.616662,UNINIT,0.612853,UNINIT
g217891/Y,g216194/B,1.520901,1.527506,1.520901,UNINIT,1.527506,UNINIT
g217891/Y,g216485/A,1.001523,0.996578,1.001523,UNINIT,0.996578,UNINIT
g217891/Y,g217537/A,1.337233,1.331893,1.337233,UNINIT,1.331893,UNINIT
g217891/Y,g216565/B,1.431575,1.426208,1.431575,UNINIT,1.426208,UNINIT
g217891/Y,g216663/B,0.658059,0.654088,0.658059,UNINIT,0.654088,UNINIT
g217891/Y,g215631/B,0.859480,0.854861,0.859480,UNINIT,0.854861,UNINIT
g217891/Y,g216738/B,1.503814,1.510816,1.503814,UNINIT,1.510816,UNINIT
g217891/Y,g214726/A1,1.174857,1.169648,1.174857,UNINIT,1.169648,UNINIT
FE_OFC931_n_2445/Y,g217062/B,0.207238,0.205116,0.207238,UNINIT,0.205116,UNINIT
FE_OFC931_n_2445/Y,g216108/A,0.207238,0.205116,0.207238,UNINIT,0.205116,UNINIT
FE_OFC931_n_2445/Y,g217805/A,0.207238,0.205116,0.207238,UNINIT,0.205116,UNINIT
FE_OFC931_n_2445/Y,FE_OFC3302_n_2445/A,0.207238,0.205116,0.207238,UNINIT,0.205116,UNINIT
g213882/Y,g212938__5115/A2,0.021212,0.021189,0.021212,UNINIT,0.021189,UNINIT
g213839/Y,g213263__6417/B2,0.095667,0.095096,0.095667,UNINIT,0.095096,UNINIT
g219260/Y,FE_OCPC2606_n_2326/A,0.114943,0.114849,0.114943,UNINIT,0.114849,UNINIT
g219260/Y,g218700/A,0.114943,0.114849,0.114943,UNINIT,0.114849,UNINIT
g219260/Y,g217810/B,0.114943,0.114849,0.114943,UNINIT,0.114849,UNINIT
g219312/Y,FE_OFC3242_n_2229/A,0.169951,0.169975,0.169951,UNINIT,0.169975,UNINIT
g219312/Y,g217805/B,0.169951,0.169975,0.169951,UNINIT,0.169975,UNINIT
g219335/Y,FE_OFC3281_n_2186/A,0.176352,0.176224,0.176352,UNINIT,0.176224,UNINIT
g219335/Y,g217890/B,0.176352,0.176224,0.176352,UNINIT,0.176224,UNINIT
g219368/Y,g217070/B,0.841159,0.840787,0.841159,UNINIT,0.840787,UNINIT
g219368/Y,FE_OCPC2420_n_1595/A,0.778045,0.777603,0.778045,UNINIT,0.777603,UNINIT
g219368/Y,g215465/A2,0.361651,0.361289,0.361651,UNINIT,0.361289,UNINIT
g219368/Y,g216672/A,0.151889,0.151689,0.151889,UNINIT,0.151689,UNINIT
g219368/Y,g215640/A2,0.604630,0.604637,0.604630,UNINIT,0.604637,UNINIT
g219368/Y,g218880/A,0.742085,0.741612,0.742085,UNINIT,0.741612,UNINIT
g218566/Y,g214815/B1,0.829060,0.840383,0.829060,UNINIT,0.840383,UNINIT
g218566/Y,g218009/A,0.480755,0.489090,0.480755,UNINIT,0.489090,UNINIT
g218566/Y,g217188/B,0.831657,0.842984,0.831657,UNINIT,0.842984,UNINIT
g218566/Y,g216110/A,0.704484,0.715272,0.704484,UNINIT,0.715272,UNINIT
g218566/Y,g217658/A,0.499330,0.507945,0.499330,UNINIT,0.507945,UNINIT
g218566/Y,g217797/A,0.698379,0.709126,0.698379,UNINIT,0.709126,UNINIT
g218566/Y,g214611/A1,0.755928,0.767004,0.755928,UNINIT,0.767004,UNINIT
g218566/Y,g214678/B1,0.331506,0.337085,0.331506,UNINIT,0.337085,UNINIT
FE_OCPC32552_FE_OFN524_sa03_7/Y,g217076/A,0.046774,0.047901,0.046774,UNINIT,0.047901,UNINIT
g215012/Y,g213862/B,0.019145,0.019246,0.019145,UNINIT,0.019246,UNINIT
g213537/Y,g213031__6161/B,0.119657,0.119450,0.119657,UNINIT,0.119450,UNINIT
g215591/Y,g213799/A,0.012961,0.013166,0.012961,UNINIT,0.013166,UNINIT
g214943/Y,g213444/A2,0.111442,0.111896,0.111442,UNINIT,0.111896,UNINIT
g215439/Y,g213480/A1,0.009668,0.009732,0.009668,UNINIT,0.009732,UNINIT
g214624/Y,g213464/C,0.037384,0.037567,0.037384,UNINIT,0.037567,UNINIT
g214134/Y,g213363/A2,0.027071,0.027027,0.027071,UNINIT,0.027027,UNINIT
g212905__1881/Y,g110726/A1,0.217066,0.216948,0.217066,UNINIT,0.216948,UNINIT
g212905__1881/Y,g110807/B1,0.217066,0.216948,0.217066,UNINIT,0.216948,UNINIT
g212905__1881/Y,FE_OFC1407_n_8286/A,0.217066,0.216948,0.217066,UNINIT,0.216948,UNINIT
g214050/Y,g213383/A1,0.071984,0.071475,0.071984,UNINIT,0.071475,UNINIT
g215424/Y,g213304/B2,0.024051,0.023923,0.024051,UNINIT,0.023923,UNINIT
g216591/Y,g213804/A2,0.048881,0.049001,0.048881,UNINIT,0.049001,UNINIT
g216591/Y,FE_OFC772_n_4094/A,0.048881,0.049001,0.048881,UNINIT,0.049001,UNINIT
g215472/Y,g213304/B1,0.019618,0.019653,0.019618,UNINIT,0.019653,UNINIT
g214641/Y,g213695/C,0.012270,0.012341,0.012270,UNINIT,0.012341,UNINIT
g216825/Y,g214078/B1,0.050875,0.051115,0.050875,UNINIT,0.051115,UNINIT
g216825/Y,g213498/A2,0.050875,0.051115,0.050875,UNINIT,0.051115,UNINIT
g216034/Y,g214565/A2,0.040073,0.040050,0.040073,UNINIT,0.040050,UNINIT
g216034/Y,g215753/A,0.040073,0.040050,0.040073,UNINIT,0.040050,UNINIT
g216040/Y,g214125/C1,0.037008,0.037015,0.037008,UNINIT,0.037015,UNINIT
g216040/Y,g215755/A,0.037008,0.037015,0.037008,UNINIT,0.037015,UNINIT
g216185/Y,g214943/B,0.082122,0.081886,0.082122,UNINIT,0.081886,UNINIT
g216185/Y,g213423/B2,0.082122,0.081886,0.082122,UNINIT,0.081886,UNINIT
g216185/Y,g215816/A,0.082122,0.081886,0.082122,UNINIT,0.081886,UNINIT
g213604/Y,g213095__5477/A2,0.033388,0.033300,0.033388,UNINIT,0.033300,UNINIT
g216896/Y,g215591/A1,0.089986,0.090904,0.089986,UNINIT,0.090904,UNINIT
g216896/Y,g216663/A,0.089986,0.090904,0.089986,UNINIT,0.090904,UNINIT
g216108/Y,g213980/A1,0.131223,0.130769,0.131223,UNINIT,0.130769,UNINIT
g216108/Y,g215159/B,0.131223,0.130769,0.131223,UNINIT,0.130769,UNINIT
g216108/Y,g214705/B1,0.131223,0.130769,0.131223,UNINIT,0.130769,UNINIT
FE_OFC1400_n_3374/Y,g215049/A1,0.202656,0.204427,0.202656,UNINIT,0.204427,UNINIT
FE_OFC1400_n_3374/Y,g215244/A,0.202656,0.204427,0.202656,UNINIT,0.204427,UNINIT
FE_OFC1400_n_3374/Y,g214364/A2,0.202656,0.204427,0.202656,UNINIT,0.204427,UNINIT
FE_OFC1400_n_3374/Y,g214622/B1,0.202656,0.204427,0.202656,UNINIT,0.204427,UNINIT
g214125/Y,g213460/A,0.071406,0.072289,0.071406,UNINIT,0.072289,UNINIT
g215712/Y,g214116/A2,0.044071,0.044280,0.044071,UNINIT,0.044280,UNINIT
g215712/Y,g213694/A1,0.044071,0.044280,0.044071,UNINIT,0.044280,UNINIT
g216961/Y,g215954/A,0.203580,0.203206,0.203580,UNINIT,0.203206,UNINIT
g216961/Y,g216111/B,0.203580,0.203206,0.203580,UNINIT,0.203206,UNINIT
g216961/Y,g215364/B,0.203580,0.203206,0.203580,UNINIT,0.203206,UNINIT
g216961/Y,g215454/A1,0.203580,0.203206,0.203580,UNINIT,0.203206,UNINIT
g216961/Y,g215663/B2,0.203580,0.203206,0.203580,UNINIT,0.203206,UNINIT
g216042/Y,g215268/A,0.051746,0.051565,0.051746,UNINIT,0.051565,UNINIT
g216042/Y,FE_OFC1598_n_4583/A,0.051746,0.051565,0.051746,UNINIT,0.051565,UNINIT
g216650/Y,FE_OFC1214_n_4018/A,0.078571,0.078616,0.078571,UNINIT,0.078616,UNINIT
g216650/Y,g215110/B,0.078571,0.078616,0.078571,UNINIT,0.078616,UNINIT
g216750/Y,g213974/A1,0.214717,0.214869,0.214717,UNINIT,0.214869,UNINIT
g216750/Y,g215126/B,0.214717,0.214869,0.214717,UNINIT,0.214869,UNINIT
g216750/Y,FE_OFC795_n_3866/A,0.214717,0.214869,0.214717,UNINIT,0.214869,UNINIT
g216750/Y,g214601/A2,0.214717,0.214869,0.214717,UNINIT,0.214869,UNINIT
g216994/Y,g216023/B,0.939865,0.940178,0.939865,UNINIT,0.940178,UNINIT
g216994/Y,g214020/A1,0.575089,0.575261,0.575089,UNINIT,0.575261,UNINIT
g216994/Y,FE_OCPC32825_n_1732/A,0.476663,0.476800,0.476663,UNINIT,0.476800,UNINIT
g216994/Y,g215280/A2,0.360473,0.360572,0.360473,UNINIT,0.360572,UNINIT
g216994/Y,FE_OCPC32865_n_1732/A,0.798043,0.798299,0.798043,UNINIT,0.798299,UNINIT
g216994/Y,FE_OCPC32902_n_1732/A,0.295961,0.296040,0.295961,UNINIT,0.296040,UNINIT
g216994/Y,g215532/A2,0.935257,0.935568,0.935257,UNINIT,0.935568,UNINIT
g216994/Y,g215667/A2,0.476966,0.477104,0.476966,UNINIT,0.477104,UNINIT
g216994/Y,g216716/B,0.871967,0.872252,0.871967,UNINIT,0.872252,UNINIT
g216228/Y,g214833/B2,0.332897,0.335907,0.332897,UNINIT,0.335907,UNINIT
g216228/Y,g213808/A2,0.726896,0.730506,0.726896,UNINIT,0.730506,UNINIT
g216228/Y,g215189/B,0.300061,0.302670,0.300061,UNINIT,0.302670,UNINIT
g216228/Y,g215244/B,0.732442,0.736008,0.732442,UNINIT,0.736008,UNINIT
g216228/Y,g214398/A2,0.742517,0.746000,0.742517,UNINIT,0.746000,UNINIT
g216228/Y,g214531/A2,0.536853,0.541901,0.536853,UNINIT,0.541901,UNINIT
g216228/Y,g215848/A,0.384588,0.388117,0.384588,UNINIT,0.388117,UNINIT
FE_OCPC2204_n_3267/Y,g214327/B1,0.169722,0.170178,0.169722,UNINIT,0.170178,UNINIT
FE_OCPC2204_n_3267/Y,g214468/A2,0.169722,0.170178,0.169722,UNINIT,0.170178,UNINIT
FE_OCPC2204_n_3267/Y,g215610/A2,0.169722,0.170178,0.169722,UNINIT,0.170178,UNINIT
g214833/Y,g213693/A,0.025669,0.025695,0.025669,UNINIT,0.025695,UNINIT
FE_OFC1926_n_3845/Y,g214004/A1,0.943424,0.943424,0.943424,UNINIT,0.943424,UNINIT
FE_OFC1926_n_3845/Y,g215129/B,0.943424,0.943424,0.943424,UNINIT,0.943424,UNINIT
FE_OFC1926_n_3845/Y,g215238/A,0.943424,0.943424,0.943424,UNINIT,0.943424,UNINIT
FE_OFC1926_n_3845/Y,g214414/A1,0.943424,0.943424,0.943424,UNINIT,0.943424,UNINIT
FE_OFC1926_n_3845/Y,g214447/A2,0.943424,0.943424,0.943424,UNINIT,0.943424,UNINIT
FE_OFC1926_n_3845/Y,g213464/A2,0.943424,0.943424,0.943424,UNINIT,0.943424,UNINIT
g215189/Y,g213714/A1,0.029973,0.029820,0.029973,UNINIT,0.029820,UNINIT
g214531/Y,g214192/A,0.104238,0.104067,0.104238,UNINIT,0.104067,UNINIT
g214531/Y,g213537/A,0.104238,0.104067,0.104238,UNINIT,0.104067,UNINIT
g213521/Y,g213067__5477/A2,0.077389,0.077077,0.077389,UNINIT,0.077077,UNINIT
g216194/Y,g215031/B,0.181340,0.181465,0.181340,UNINIT,0.181465,UNINIT
g216194/Y,g213547/A2,0.181340,0.181465,0.181340,UNINIT,0.181465,UNINIT
g216194/Y,FE_OFC1412_n_4385/A,0.181340,0.181465,0.181340,UNINIT,0.181465,UNINIT
g214622/Y,g213556/A1,0.026244,0.026396,0.026244,UNINIT,0.026396,UNINIT
g213238__5107/Y,g213095__5477/A1,0.021940,0.021821,0.021940,UNINIT,0.021821,UNINIT
g216738/Y,g213974/B1,0.132796,0.132678,0.132796,UNINIT,0.132678,UNINIT
g216738/Y,g216369/A,0.132796,0.132678,0.132796,UNINIT,0.132678,UNINIT
g216738/Y,g214735/A1,0.132796,0.132678,0.132796,UNINIT,0.132678,UNINIT
g217062/Y,g215525/A1,0.099079,0.099444,0.099079,UNINIT,0.099444,UNINIT
g217062/Y,g213682/B1,0.099079,0.099444,0.099079,UNINIT,0.099444,UNINIT
g215280/Y,FE_OFC3074_n_5422/A,0.071629,0.071570,0.071629,UNINIT,0.071570,UNINIT
g215280/Y,g214508/B,0.071629,0.071570,0.071629,UNINIT,0.071570,UNINIT
g214414/Y,g213702/A1,0.045137,0.045109,0.045137,UNINIT,0.045109,UNINIT
g214468/Y,g213831/A,0.019506,0.019515,0.019506,UNINIT,0.019515,UNINIT
g217651/Y,g217376/A,0.038559,0.038417,0.038559,UNINIT,0.038417,UNINIT
g217651/Y,g215472/B1,0.038559,0.038417,0.038559,UNINIT,0.038417,UNINIT
g213464/Y,g212708__7482/B,0.063678,0.064035,0.063678,UNINIT,0.064035,UNINIT
g217680/Y,g214077/A1,0.039114,0.038877,0.039114,UNINIT,0.038877,UNINIT
g217680/Y,g215591/A2,0.039114,0.038877,0.039114,UNINIT,0.038877,UNINIT
g213424/Y,g213166__7098/B,0.025362,0.025391,0.025362,UNINIT,0.025391,UNINIT
g213358/Y,g212938__5115/B,0.032379,0.032535,0.032379,UNINIT,0.032535,UNINIT
g213702/Y,g213089__9945/B2,0.060099,0.060148,0.060099,UNINIT,0.060148,UNINIT
g213736/Y,g213040__2398/A1,0.059494,0.059643,0.059494,UNINIT,0.059643,UNINIT
g213653/Y,g213177__1666/A2,0.119393,0.119689,0.119393,UNINIT,0.119689,UNINIT
g217412/Y,g215465/C,0.023905,0.023889,0.023905,UNINIT,0.023889,UNINIT
g216438/Y,g213952/C,0.027695,0.027571,0.027695,UNINIT,0.027571,UNINIT
g213582/Y,g212938__5115/A1,0.106793,0.106989,0.106793,UNINIT,0.106989,UNINIT
g214255/Y,g213378/B2,0.014142,0.014155,0.014142,UNINIT,0.014155,UNINIT
g216396/Y,g215575/C,0.026928,0.026806,0.026928,UNINIT,0.026806,UNINIT
g215664/Y,g213808/C,0.050971,0.050782,0.050971,UNINIT,0.050782,UNINIT
g216390/Y,g215204/A,0.094575,0.094452,0.094575,UNINIT,0.094452,UNINIT
g216390/Y,g215217/B,0.094575,0.094452,0.094575,UNINIT,0.094452,UNINIT
g216390/Y,g214551/A2,0.094575,0.094452,0.094575,UNINIT,0.094452,UNINIT
g216390/Y,g213573/A2,0.094575,0.094452,0.094575,UNINIT,0.094452,UNINIT
g214488/Y,g214177/A,0.062918,0.062793,0.062918,UNINIT,0.062793,UNINIT
g214488/Y,g213021__2802/A1,0.062918,0.062793,0.062918,UNINIT,0.062793,UNINIT
FE_OFC1912_n_2444/Y,g213934/B2,0.150422,0.151087,0.150422,UNINIT,0.151087,UNINIT
FE_OFC1912_n_2444/Y,g217227/A,0.150422,0.151087,0.150422,UNINIT,0.151087,UNINIT
FE_OFC1912_n_2444/Y,g217577/A,0.150422,0.151087,0.150422,UNINIT,0.151087,UNINIT
FE_OFC1912_n_2444/Y,g215516/A2,0.150422,0.151087,0.150422,UNINIT,0.151087,UNINIT
FE_OFC1912_n_2444/Y,g215663/A2,0.150422,0.151087,0.150422,UNINIT,0.151087,UNINIT
g213482/Y,g213067__5477/A1,0.037719,0.037795,0.037719,UNINIT,0.037795,UNINIT
g215935/Y,g214551/B2,0.016013,0.015999,0.016013,UNINIT,0.015999,UNINIT
g217496/Y,g214254/A1,0.342395,0.342139,0.342395,UNINIT,0.342139,UNINIT
g217496/Y,g214301/B1,0.864606,0.864679,0.864606,UNINIT,0.864679,UNINIT
g217496/Y,g213383/B2,0.914311,0.914452,0.914311,UNINIT,0.914452,UNINIT
g217496/Y,g214422/A2,0.886082,0.886184,0.886082,UNINIT,0.886184,UNINIT
g217496/Y,g216609/B,0.547718,0.547499,0.547718,UNINIT,0.547499,UNINIT
g217496/Y,g213531/A1,0.386244,0.385985,0.386244,UNINIT,0.385985,UNINIT
g217496/Y,g214673/A2,0.823890,0.823910,0.823890,UNINIT,0.823910,UNINIT
g215695/Y,g214113/C,0.055266,0.055059,0.055266,UNINIT,0.055059,UNINIT
g215695/Y,g214455/B,0.055266,0.055059,0.055266,UNINIT,0.055059,UNINIT
g216110/Y,g215249/B,0.065359,0.065306,0.065359,UNINIT,0.065306,UNINIT
g216110/Y,FE_OFC671_n_4504/A,0.065359,0.065306,0.065359,UNINIT,0.065306,UNINIT
g216485/Y,g214550/C,0.023570,0.023537,0.023570,UNINIT,0.023537,UNINIT
g217537/Y,g214996/A,0.171892,0.172203,0.171892,UNINIT,0.172203,UNINIT
g217537/Y,g214254/A2,0.171892,0.172203,0.171892,UNINIT,0.172203,UNINIT
g217537/Y,g216425/A,0.171892,0.172203,0.171892,UNINIT,0.172203,UNINIT
g217537/Y,g214447/A1,0.171892,0.172203,0.171892,UNINIT,0.172203,UNINIT
g216565/Y,g215238/B,0.057358,0.057539,0.057358,UNINIT,0.057539,UNINIT
g216565/Y,g213531/A2,0.057358,0.057539,0.057358,UNINIT,0.057539,UNINIT
g216663/Y,g213952/A2,0.045001,0.044986,0.045001,UNINIT,0.044986,UNINIT
g216663/Y,FE_OFC1732_n_3998/A,0.045001,0.044986,0.045001,UNINIT,0.044986,UNINIT
g215631/Y,g214113/B,0.026163,0.026070,0.026163,UNINIT,0.026070,UNINIT
g214726/Y,g213630/A1,0.028394,0.028595,0.028394,UNINIT,0.028595,UNINIT
g217805/Y,FE_OFC770_n_2949/A,0.092044,0.091864,0.092044,UNINIT,0.091864,UNINIT
g217805/Y,g216691/B,0.092044,0.091864,0.092044,UNINIT,0.091864,UNINIT
FE_OFC3302_n_2445/Y,g215954/B,1.274655,1.274655,1.274655,UNINIT,1.274655,UNINIT
FE_OFC3302_n_2445/Y,g213980/B1,1.274655,1.274655,1.274655,UNINIT,1.274655,UNINIT
FE_OFC3302_n_2445/Y,g215110/A,1.274655,1.274655,1.274655,UNINIT,1.274655,UNINIT
FE_OFC3302_n_2445/Y,g215465/A1,1.274655,1.274655,1.274655,UNINIT,1.274655,UNINIT
FE_OFC3302_n_2445/Y,g214681/B2,1.274655,1.274655,1.274655,UNINIT,1.274655,UNINIT
FE_OFC3302_n_2445/Y,g217804/B,1.274655,1.274655,1.274655,UNINIT,1.274655,UNINIT
g212938__5115/Y,g212905__1881/B,0.055846,0.055732,0.055846,UNINIT,0.055732,UNINIT
g213263__6417/Y,g212929__3680/C,0.071817,0.071730,0.071817,UNINIT,0.071730,UNINIT
FE_OCPC2606_n_2326/Y,g214461/A3,0.181290,0.181508,0.181290,UNINIT,0.181508,UNINIT
FE_OCPC2606_n_2326/Y,g214726/B1,0.181290,0.181508,0.181290,UNINIT,0.181508,UNINIT
g218700/Y,g217629/B,0.050874,0.050931,0.050874,UNINIT,0.050931,UNINIT
g218700/Y,g217843/B,0.050874,0.050931,0.050874,UNINIT,0.050931,UNINIT
g217810/Y,g216042/B,0.148457,0.148506,0.148457,UNINIT,0.148506,UNINIT
g217810/Y,g216055/B,0.148457,0.148506,0.148457,UNINIT,0.148506,UNINIT
g217810/Y,FE_OFC880_n_2941/A,0.148457,0.148506,0.148457,UNINIT,0.148506,UNINIT
g217810/Y,g215628/A2,0.148457,0.148506,0.148457,UNINIT,0.148506,UNINIT
FE_OFC3242_n_2229/Y,g217165/B,1.062755,1.062755,1.062755,UNINIT,1.062755,UNINIT
FE_OFC3242_n_2229/Y,g217223/B,1.062755,1.062755,1.062755,UNINIT,1.062755,UNINIT
FE_OFC3242_n_2229/Y,g215367/A2,1.062755,1.062755,1.062755,UNINIT,1.062755,UNINIT
FE_OFC3242_n_2229/Y,g215575/A2,1.062755,1.062755,1.062755,UNINIT,1.062755,UNINIT
FE_OFC3242_n_2229/Y,g215640/B2,1.062755,1.062755,1.062755,UNINIT,1.062755,UNINIT
FE_OFC3242_n_2229/Y,FE_OFC3243_n_2229/A,1.062755,1.062755,1.062755,UNINIT,1.062755,UNINIT
FE_OFC3281_n_2186/Y,FE_OFC3282_n_2186/A,0.341344,0.340593,0.341344,UNINIT,0.340593,UNINIT
FE_OFC3281_n_2186/Y,g216533/A1,0.976423,0.976615,0.976423,UNINIT,0.976615,UNINIT
FE_OFC3281_n_2186/Y,g216665/A,0.955846,0.955972,0.955846,UNINIT,0.955972,UNINIT
FE_OFC3281_n_2186/Y,g217840/B,0.619327,0.618675,0.619327,UNINIT,0.618675,UNINIT
FE_OFC3281_n_2186/Y,g217857/B,1.162094,1.171533,1.162094,UNINIT,1.171533,UNINIT
FE_OFC3281_n_2186/Y,g213702/A2,1.170477,1.179758,1.170477,UNINIT,1.179758,UNINIT
g217890/Y,FE_OFC3170_n_2798/A,0.116883,0.117004,0.116883,UNINIT,0.117004,UNINIT
g217890/Y,FE_OFC3171_n_2798/A,0.116883,0.117004,0.116883,UNINIT,0.117004,UNINIT
g217890/Y,g216672/B,0.116883,0.117004,0.116883,UNINIT,0.117004,UNINIT
g217070/Y,g216208/B,0.179941,0.180136,0.179941,UNINIT,0.180136,UNINIT
g217070/Y,g215892/A,0.179941,0.180136,0.179941,UNINIT,0.180136,UNINIT
FE_OCPC2420_n_1595/Y,g213882/A1,0.944950,0.944950,0.944950,UNINIT,0.944950,UNINIT
FE_OCPC2420_n_1595/Y,g214995/A2,0.944950,0.944950,0.944950,UNINIT,0.944950,UNINIT
FE_OCPC2420_n_1595/Y,g214125/A3,0.944950,0.944950,0.944950,UNINIT,0.944950,UNINIT
FE_OCPC2420_n_1595/Y,g215532/A1,0.944950,0.944950,0.944950,UNINIT,0.944950,UNINIT
FE_OCPC2420_n_1595/Y,g214673/B2,0.944950,0.944950,0.944950,UNINIT,0.944950,UNINIT
FE_OCPC2420_n_1595/Y,g214705/A3,0.944950,0.944950,0.944950,UNINIT,0.944950,UNINIT
g215465/Y,g213695/A1,0.024782,0.024910,0.024782,UNINIT,0.024910,UNINIT
g216672/Y,g213862/A1,0.092451,0.092424,0.092451,UNINIT,0.092424,UNINIT
g216672/Y,g215133/B,0.092451,0.092424,0.092451,UNINIT,0.092424,UNINIT
g216672/Y,g214455/A2,0.092451,0.092424,0.092451,UNINIT,0.092424,UNINIT
g215640/Y,g214255/C,0.081044,0.080756,0.081044,UNINIT,0.080756,UNINIT
g218880/Y,g215516/B1,0.017687,0.017790,0.017687,UNINIT,0.017790,UNINIT
g214815/Y,g213480/A2,0.060789,0.060744,0.060789,UNINIT,0.060744,UNINIT
g218009/Y,g216111/A,0.098293,0.098159,0.098293,UNINIT,0.098159,UNINIT
